Id,Name,State,Year,ElectionID,Candidate,Party,votes_2cp,margin_2cp,margin_percentage_2cp,swing_2cp,Status,Note,source
22479,Fadden,Qld,1984,235,"Wilson, Peter",Labor,23718,-4929,45.29,0,,NA,NA
22479,Fadden,Qld,1984,235,"Jull, David",Liberal (1946-),28647,4929,54.71,0,Elected,NA,NA
22478,Fairfax,Qld,1984,235,"Shooter, Peter",Labor,20564,-11078,39.39,0,,NA,NA
22478,Fairfax,Qld,1984,235,"Adermann, Evan",Nationals,31642,11078,60.61,0,Elected,NA,NA
22477,Farrer,NSW,1984,235,"Thomas, Eric",Labor,23020,-16096,37.05,0,,NA,NA
22477,Farrer,NSW,1984,235,"Fischer, Tim",Nationals,39116,16096,62.95,0,Elected,NA,NA
22476,Fisher,Qld,1984,235,"Head, Garth",Labor,26505,-2556,47.7,0,,NA,NA
22476,Fisher,Qld,1984,235,"Slipper, Peter",Nationals,29061,2556,52.3,0,Elected,NA,NA
22475,Flinders,Vic,1984,235,"Reith, Peter",Liberal (1946-),28694,1315,51.17,0,Elected,NA,NA
22475,Flinders,Vic,1984,235,"Joiner, Russell",Labor,27379,-1315,48.83,0,,NA,NA
22474,Forde,Qld,1984,235,"Linacre, Hamish",Labor,26229,-43,49.96,0,,NA,NA
22474,Forde,Qld,1984,235,"Watson, David",Liberal (1946-),26272,43,50.04,0,Elected,NA,NA
22473,Forrest,WA,1984,235,"Drummond, Peter",Liberal (1946-),31202,2875,52.41,0,Elected,NA,NA
22473,Forrest,WA,1984,235,"Holland, Peter",Labor,28327,-2875,47.59,0,,NA,NA
22489,Fowler,NSW,1984,235,"Grace, Ted",Labor,35804,20700,70.33,0,Elected,NA,NA
22489,Fowler,NSW,1984,235,"Wills, Ken",Liberal (1946-),15104,-20700,29.67,0,,NA,NA
22526,Franklin,Tas,1984,235,"Devereux, John",Labor,22592,-5746,44.36,0,,NA,NA
22526,Franklin,Tas,1984,235,"Goodluck, Bruce",Liberal (1946-),28338,5746,55.64,0,Elected,NA,NA
22527,Fraser,ACT,1984,235,"McLaren, John",Liberal (1946-),26143,-17118,37.67,0,,NA,NA
22527,Fraser,ACT,1984,235,"Langmore, John",Labor,43261,17118,62.33,0,Elected,NA,NA
22528,Fremantle,WA,1984,235,"Adams, Max",Liberal (1946-),20889,-14742,36.96,0,,NA,NA
22528,Fremantle,WA,1984,235,"Dawkins, John",Labor,35631,14742,63.04,0,Elected,NA,NA
22580,Gellibrand,Vic,1984,235,"Gowing, Christopher",Liberal (1946-),15624,-27376,26.65,0,,NA,NA
22580,Gellibrand,Vic,1984,235,"Willis, Ralph",Labor,43000,27376,73.35,0,Elected,NA,NA
22579,Gilmore,NSW,1984,235,"Sharp, John",Nationals,29800,1422,51.22,0,Elected,NA,NA
22579,Gilmore,NSW,1984,235,"Stephens, Bob",Labor,28378,-1422,48.78,0,,NA,NA
22578,Gippsland,Vic,1984,235,"Vink, Bill",Labor,21692,-17364,35.71,0,,NA,NA
22578,Gippsland,Vic,1984,235,"McGauran, Peter",Nationals,39056,17364,64.29,0,Elected,NA,NA
22577,Goldstein,Vic,1984,235,"Moore, Garry",Labor,27548,-7809,43.79,0,,NA,NA
22577,Goldstein,Vic,1984,235,"Macphee, Ian",Liberal (1946-),35357,7809,56.21,0,Elected,NA,NA
22576,Grayndler,NSW,1984,235,"Marsden-Lynch, John",Liberal (1946-),20262,-17201,35.1,0,,NA,NA
22576,Grayndler,NSW,1984,235,"McLeay, Leo",Labor,37463,17201,64.9,0,Elected,NA,NA
22575,Greenway,NSW,1984,235,"Gorman, Russ",Labor,35263,15288,63.84,0,Elected,NA,NA
22575,Greenway,NSW,1984,235,"Mitchell, Edna",Liberal (1946-),19975,-15288,36.16,0,,NA,NA
22574,Grey,SA,1984,235,"O'Neil, Lloyd",Labor,34278,8479,57.06,0,Elected,NA,NA
22574,Grey,SA,1984,235,"Reid, Russell",Liberal (1946-),25799,-8479,42.94,0,,NA,NA
22573,Griffith,Qld,1984,235,"Humphreys, Ben",Labor,35199,11997,60.27,0,Elected,NA,NA
22573,Griffith,Qld,1984,235,"Low, Kaylene",Liberal (1946-),23202,-11997,39.73,0,,NA,NA
22572,Groom,Qld,1984,235,"McVeigh, Tom",Nationals,40052,19338,65.91,0,Elected,NA,NA
22572,Groom,Qld,1984,235,"Cullin, Ronald",Labor,20714,-19338,34.09,0,,NA,NA
22571,Gwydir,NSW,1984,235,"Smith, Pamela",Labor,26547,-9087,42.69,0,,NA,NA
22571,Gwydir,NSW,1984,235,"Hunt, Ralph",Nationals,35634,9087,57.31,0,Elected,NA,NA
22570,Hawker,SA,1984,235,"Campbell, Charles",Liberal (1946-),29341,-4253,46.62,0,,NA,NA
22570,Hawker,SA,1984,235,"Jacobi, Ralph",Labor,33594,4253,53.38,0,Elected,NA,NA
22569,Henty,Vic,1984,235,"Child, Joan",Labor,34627,8186,56.7,0,Elected,NA,NA
22569,Henty,Vic,1984,235,"Michelson, Rudi",Liberal (1946-),26441,-8186,43.3,0,,NA,NA
22568,Herbert,Qld,1984,235,"Kippin, Vicky",Nationals,27270,-4247,46.39,0,,NA,NA
22568,Herbert,Qld,1984,235,"Lindsay, Ted",Labor,31517,4247,53.61,0,Elected,NA,NA
22567,Higgins,Vic,1984,235,"Shipton, Roger",Liberal (1946-),38140,14828,62.06,0,Elected,NA,NA
22567,Higgins,Vic,1984,235,"Penaluna, Kenneth",Labor,23312,-14828,37.94,0,,NA,NA
22566,Hindmarsh,SA,1984,235,"Lewis, Barry",Liberal (1946-),26707,-7849,43.59,0,,NA,NA
22566,Hindmarsh,SA,1984,235,"Scott, John",Labor,34556,7849,56.41,0,Elected,NA,NA
22581,Hinkler,Qld,1984,235,"Courtice, Brian",Labor,29577,-221,49.81,0,,NA,NA
22581,Hinkler,Qld,1984,235,"Conquest, Bryan",Nationals,29798,221,50.19,0,Elected,NA,NA
22600,Hotham,Vic,1984,235,"Heffernan, Michael",Liberal (1946-),24865,-9686,41.85,0,,NA,NA
22600,Hotham,Vic,1984,235,"Kent, Lewis",Labor,34551,9686,58.15,0,Elected,NA,NA
22584,Hughes,NSW,1984,235,"Mason, Cliff",Liberal (1946-),25052,-7465,19.62,0,,NA,NA
22584,Hughes,NSW,1984,235,"Tickner, Robert",Labor,32517,7465,25.47,0,Elected,NA,NA
22584,Hughes,NSW,1984,235,"Mason, Clifford",Lib,25956,904,20.33,5.3,,NA,NA
22584,Hughes,NSW,1984,235,"Tickner, Robert",Labor,44162,19110,34.59,-5.3,Elected,NA,NA
23433,Hughes,NSW,1984,235,"Mason, Cliff",Liberal (1946-),25052,-7465,19.62,0,,NA,NA
23433,Hughes,NSW,1984,235,"Tickner, Robert",Labor,32517,7465,25.47,0,Elected,NA,NA
23433,Hughes,NSW,1984,235,"Mason, Clifford",Lib,25956,904,20.33,5.3,,NA,NA
23433,Hughes,NSW,1984,235,"Tickner, Robert",Labor,44162,19110,34.59,-5.3,Elected,NA,NA
22599,Hume,NSW,1984,235,"Milliken, Rodney",Labor,26221,-9474,42.35,0,,NA,NA
22599,Hume,NSW,1984,235,"Fife, Wal",Liberal (1946-),35695,9474,57.65,0,Elected,NA,NA
22598,Hunter,NSW,1984,235,"Dolton, Ron",Liberal (1946-),28789,-2853,47.64,0,,NA,NA
22598,Hunter,NSW,1984,235,"Fitzgibbon, Eric",Labor,31642,2853,52.36,0,Elected,NA,NA
22597,Indi,Vic,1984,235,"Murphy, Joe",Labor,23468,-15265,37.73,0,,NA,NA
22597,Indi,Vic,1984,235,"Cameron, Ewen",Liberal (1946-),38733,15265,62.27,0,Elected,NA,NA
22596,Isaacs,Vic,1984,235,"Charles, David",Labor,32681,5274,54.39,0,Elected,NA,NA
22596,Isaacs,Vic,1984,235,"Zablud, Peter",Liberal (1946-),27407,-5274,45.61,0,,NA,NA
22595,Jagajaga,Vic,1984,235,"Garratt, Frederick",Liberal (1946-),24644,-6874,43.88,0,,NA,NA
22595,Jagajaga,Vic,1984,235,"Staples, Peter",Labor,31518,6874,56.12,0,Elected,NA,NA
22594,Kalgoorlie,WA,1984,235,"Campbell, Graeme",Labor,30476,6536,56.01,0,Elected,NA,NA
22594,Kalgoorlie,WA,1984,235,"Krepp, Douglas",Liberal (1946-),23940,-6536,43.99,0,,NA,NA
22593,Kennedy,Qld,1984,235,"Walsh, Brigid",Labor,26126,-6043,44.82,0,,NA,NA
22593,Kennedy,Qld,1984,235,"Katter, Bob",Nationals,32169,6043,55.18,0,Elected,NA,NA
22592,Kingsford Smith,NSW,1984,235,"Bowen, Lionel",Labor,42777,25226,70.91,0,Elected,NA,NA
22592,Kingsford Smith,NSW,1984,235,"O'Neill, Collin",Liberal (1946-),17551,-25226,29.09,0,,NA,NA
22591,Kingston,SA,1984,235,"Noble, Richard",Liberal (1946-),24514,-8451,42.65,0,,NA,NA
22591,Kingston,SA,1984,235,"Bilney, Gordon",Labor,32965,8451,57.35,0,Elected,NA,NA
22590,Kooyong,Vic,1984,235,"Peacock, Andrew",Liberal (1946-),39074,16141,63.02,0,Elected,NA,NA
22590,Kooyong,Vic,1984,235,"Nash, Kate",Labor,22933,-16141,36.98,0,,NA,NA
22588,La Trobe,Vic,1984,235,"French, Ted",Liberal (1946-),22077,-9293,41.31,0,,NA,NA
22588,La Trobe,Vic,1984,235,"Milton, Peter",Labor,31370,9293,58.69,0,Elected,NA,NA
22589,Lalor,Vic,1984,235,"Jones, Barry",Labor,39569,22587,69.97,0,Elected,NA,NA
22589,Lalor,Vic,1984,235,"Pallett, Mark",Liberal (1946-),16982,-22587,30.03,0,,NA,NA
22587,Leichhardt,Qld,1984,235,"Celledoni, Eda",Nationals,24662,-6064,44.53,0,,NA,NA
22587,Leichhardt,Qld,1984,235,"Gayler, John",Labor,30726,6064,55.47,0,Elected,NA,NA
22586,Lilley,Qld,1984,235,"Parminter, Ian",Liberal (1946-),27127,-6958,44.32,0,,NA,NA
22586,Lilley,Qld,1984,235,"Darling, Elaine",Labor,34085,6958,55.68,0,Elected,NA,NA
22585,Lindsay,NSW,1984,235,"Free, Ross",Labor,34885,13095,61.55,0,Elected,NA,NA
22585,Lindsay,NSW,1984,235,"Coppock, Stuart",Liberal (1946-),21790,-13095,38.45,0,,NA,NA
22565,Lowe,NSW,1984,235,"Howe, Geoffrey",Liberal (1946-),29472,-2743,47.78,0,,NA,NA
22565,Lowe,NSW,1984,235,"Maher, Michael",Labor,32215,2743,52.22,0,Elected,NA,NA
22564,Lyne,NSW,1984,235,"May, Fred",Labor,25814,-8141,43.19,0,,NA,NA
22564,Lyne,NSW,1984,235,"Cowan, Bruce",Nationals,33955,8141,56.81,0,Elected,NA,NA
22563,Lyons,Tas,1984,235,"Llewellyn, David",Labor,24990,-1378,48.66,0,,NA,NA
22563,Lyons,Tas,1984,235,"Burr, Max",Liberal (1946-),26368,1378,51.34,0,Elected,NA,NA
22562,Macarthur,NSW,1984,235,"Martin, Stephen",Labor,34920,13805,62.32,0,Elected,NA,NA
22562,Macarthur,NSW,1984,235,"Stanham, Mark",Liberal (1946-),21115,-13805,37.68,0,,NA,NA
22542,Mackellar,NSW,1984,235,"Carlton, Jim",Liberal (1946-),35436,11936,60.13,0,Elected,NA,NA
22542,Mackellar,NSW,1984,235,"Cusack, Tim",Labor,23500,-11936,39.87,0,,NA,NA
22541,Macquarie,NSW,1984,235,"Webster, Alasdair",Liberal (1946-),28529,1548,51.39,0,Elected,NA,NA
22541,Macquarie,NSW,1984,235,"Cronan, Garry",Labor,26981,-1548,48.61,0,,NA,NA
22540,Makin,SA,1984,235,"Duncan, Peter",Labor,30792,4986,54.4,0,Elected,NA,NA
22540,Makin,SA,1984,235,"Joyce, Neville",Liberal (1946-),25806,-4986,45.6,0,,NA,NA
22539,Mallee,Vic,1984,235,"Leake, Lindsay",Labor,17687,-26550,28.56,0,,NA,NA
22539,Mallee,Vic,1984,235,"Fisher, Peter",Nationals,44237,26550,71.44,0,Elected,NA,NA
22538,Maranoa,Qld,1984,235,"Summers, Dave",Labor,20910,-18780,34.5,0,,NA,NA
22538,Maranoa,Qld,1984,235,"Cameron, Ian",Nationals,39690,18780,65.5,0,Elected,NA,NA
22537,Maribyrnong,Vic,1984,235,"Griffiths, Alan",Labor,34993,12026,60.37,0,Elected,NA,NA
22537,Maribyrnong,Vic,1984,235,"Gooch, Sally",Liberal (1946-),22967,-12026,39.63,0,,NA,NA
22543,Mayo,SA,1984,235,"Quirke, John",Labor,23436,-12486,39.48,0,,NA,NA
22543,Mayo,SA,1984,235,"Downer, Alexander",Liberal (1946-),35922,12486,60.52,0,Elected,NA,NA
22536,McEwen,Vic,1984,235,"Cleeland, Peter",Labor,28789,2306,52.09,0,Elected,NA,NA
22536,McEwen,Vic,1984,235,"Dixon, Brian",Liberal (1946-),26483,-2306,47.91,0,,NA,NA
22534,McMillan,Vic,1984,235,"Cunningham, Barry",Labor,34182,9477,58.05,0,Elected,NA,NA
22534,McMillan,Vic,1984,235,"Dwyer, John",Liberal (1946-),24705,-9477,41.95,0,,NA,NA
22533,McPherson,Qld,1984,235,"Granrott, Rupe",Labor,20564,-15256,36.47,0,,NA,NA
22533,McPherson,Qld,1984,235,"White, Peter",Liberal (1946-),35820,15256,63.53,0,Elected,NA,NA
22532,Melbourne,Vic,1984,235,"Davis, Ian",Liberal (1946-),17330,-23131,29.99,0,,NA,NA
22532,Melbourne,Vic,1984,235,"Hand, Gerry",Labor,40461,23131,70.01,0,Elected,NA,NA
22531,Melbourne Ports,Vic,1984,235,"Holding, Clyde",Labor,36690,16263,64.24,0,Elected,NA,NA
22531,Melbourne Ports,Vic,1984,235,"Paull, Allan",Liberal (1946-),20427,-16263,35.76,0,,NA,NA
22530,Menzies,Vic,1984,235,"Brown, Neil",Liberal (1946-),31264,6424,55.73,0,Elected,NA,NA
22530,Menzies,Vic,1984,235,"McKenzie, David",Labor,24840,-6424,44.27,0,,NA,NA
22529,Mitchell,NSW,1984,235,"Cadman, Alan",Liberal (1946-),39411,23138,70.78,0,Elected,NA,NA
22529,Mitchell,NSW,1984,235,"Mason, Edward",Labor,16273,-23138,29.22,0,,NA,NA
22535,Moncrieff,Qld,1984,235,"Paterson, Athol",Labor,21011,-10321,40.14,0,,NA,NA
22535,Moncrieff,Qld,1984,235,"Martin, Kathy",Liberal (1946-),31332,10321,59.86,0,Elected,NA,NA
22544,Moore,WA,1984,235,"Waters, Rita",Liberal (1946-),24164,-5508,44.88,0,,NA,NA
22544,Moore,WA,1984,235,"Blanchard, Allen",Labor,29672,5508,55.12,0,Elected,NA,NA
22545,Moreton,Qld,1984,235,"Cameron, Donald",Liberal (1946-),32381,3962,53.26,0,Elected,NA,NA
22545,Moreton,Qld,1984,235,"Kinnane, Michael",Labor,28419,-3962,46.74,0,,NA,NA
22546,Murray,Vic,1984,235,"Lloyd, Bruce",Nationals,44734,28301,73.13,0,Elected,NA,NA
22546,Murray,Vic,1984,235,"Anderson, Mark",Labor,16433,-28301,26.87,0,,NA,NA
22560,New England,NSW,1984,235,"Sinclair, Ian",Nationals,35494,5932,54.56,0,Elected,NA,NA
22560,New England,NSW,1984,235,"Horan, Joe",Labor,29562,-5932,45.44,0,,NA,NA
22561,Newcastle,NSW,1984,235,"Saunders, Ashley",Liberal (1946-),21076,-17207,35.51,0,,NA,NA
22561,Newcastle,NSW,1984,235,"Morris, Allan",Labor,38283,17207,64.49,0,Elected,NA,NA
22558,North Sydney,NSW,1984,235,"Kelso, Philip",Labor,23666,-13354,39,0,,NA,NA
22558,North Sydney,NSW,1984,235,"Spender, John",Liberal (1946-),37020,13354,61,0,Elected,NA,NA
22559,Northern Territory,NT,1984,235,"Everingham, Paul",Country Liberal,28747,1553,51.39,0,Elected,NA,NA
22559,Northern Territory,NT,1984,235,"Reeves, John",Labor,27194,-1553,48.61,0,,NA,NA
22557,O'Connor,WA,1984,235,"Tuckey, Wilson",Liberal (1946-),43140,23936,69.2,0,Elected,NA,NA
22557,O'Connor,WA,1984,235,"Chance, Kim",Labor,19204,-23936,30.8,0,,NA,NA
22556,Oxley,Qld,1984,235,"Groves, Charles",Nationals,20474,-14429,36.97,0,,NA,NA
22556,Oxley,Qld,1984,235,"Hayden, Bill",Labor,34903,14429,63.03,0,Elected,NA,NA
22555,Page,NSW,1984,235,"Morris, Brian",Labor,26356,-5985,44.9,0,,NA,NA
22555,Page,NSW,1984,235,"Robinson, Ian",Nationals,32341,5985,55.1,0,Elected,NA,NA
22554,Parkes,NSW,1984,235,"Cobb, Michael",Nationals,34590,7539,56.12,0,Elected,NA,NA
22554,Parkes,NSW,1984,235,"Curran, Jim",Labor,27051,-7539,43.88,0,,NA,NA
22553,Parramatta,NSW,1984,235,"Brown, John",Labor,37307,14106,61.66,0,Elected,NA,NA
22553,Parramatta,NSW,1984,235,"Stanley, Charles",Liberal (1946-),23201,-14106,38.34,0,,NA,NA
22552,Perth,WA,1984,235,"Walters, Joan",Liberal (1946-),26066,-7457,43.74,0,,NA,NA
22552,Perth,WA,1984,235,"Charlesworth, Ric",Labor,33523,7457,56.26,0,Elected,NA,NA
22551,Petrie,Qld,1984,235,"Hodges, John",Liberal (1946-),31115,776,50.63,0,Elected,NA,NA
22551,Petrie,Qld,1984,235,"Wells, Deane",Labor,30339,-776,49.37,0,,NA,NA
22550,Phillip,NSW,1984,235,"Bardos, Peter",Liberal (1946-),28817,-5346,45.76,0,,NA,NA
22550,Phillip,NSW,1984,235,"McHugh, Jeannette",Labor,34163,5346,54.24,0,Elected,NA,NA
22549,Port Adelaide,SA,1984,235,"Young, Mick",Labor,40855,21480,67.83,0,Elected,NA,NA
22549,Port Adelaide,SA,1984,235,"Ireland, Thomas",Liberal (1946-),19375,-21480,32.17,0,,NA,NA
22548,Prospect,NSW,1984,235,"Klugman, Dick",Labor,40474,22633,69.41,0,Elected,NA,NA
22548,Prospect,NSW,1984,235,"Burke, Adrian",Liberal (1946-),17841,-22633,30.59,0,,NA,NA
22547,Rankin,Qld,1984,235,"Jamieson, Cec",Nationals,25199,-608,49.4,0,,NA,NA
22547,Rankin,Qld,1984,235,"Beddall, David",Labor,25807,608,50.6,0,Elected,NA,NA
22454,Reid,NSW,1984,235,"Uren, Tom",Labor,39947,20502,67.26,0,Elected,NA,NA
22454,Reid,NSW,1984,235,"Kain, Mary-Ruth",Liberal (1946-),19445,-20502,32.74,0,,NA,NA
22524,Richmond,NSW,1984,235,"Blunt, Charles",Nationals,31917,7987,23.52,0,Elected,NA,NA
22524,Richmond,NSW,1984,235,"Woldring, Klaas",Labor,23930,-7987,17.64,0,,NA,NA
22524,Richmond,NSW,1984,235,"Blunt, Charles",Nationals,44528,12611,32.82,-0.1,Elected,NA,NA
22524,Richmond,NSW,1984,235,"Carmont, Peter",Labor,35309,3392,26.02,0.1,,NA,NA
23466,Richmond,NSW,1984,235,"Blunt, Charles",Nationals,31917,7987,23.52,0,Elected,NA,NA
23466,Richmond,NSW,1984,235,"Woldring, Klaas",Labor,23930,-7987,17.64,0,,NA,NA
23466,Richmond,NSW,1984,235,"Blunt, Charles",Nationals,44528,12611,32.82,-0.1,Elected,NA,NA
23466,Richmond,NSW,1984,235,"Carmont, Peter",Labor,35309,3392,26.02,0.1,,NA,NA
22509,Riverina-Darling,NSW,1984,235,"Hicks, Noel",Nationals,32642,5496,54.6,0,Elected,NA,NA
22509,Riverina-Darling,NSW,1984,235,"Adams, Ron",Labor,27146,-5496,45.4,0,,NA,NA
22508,Robertson,NSW,1984,235,"Cohen, Barry",Labor,34073,9982,58.58,0,Elected,NA,NA
22508,Robertson,NSW,1984,235,"Jansen, Peter",Liberal (1946-),24091,-9982,41.42,0,,NA,NA
22507,Ryan,Qld,1984,235,"Foley, Mike",Labor,24053,-12588,39.63,0,,NA,NA
22507,Ryan,Qld,1984,235,"Moore, John",Liberal (1946-),36641,12588,60.37,0,Elected,NA,NA
22498,Scullin,Vic,1984,235,"Jenkins, Harry",Labor,39606,28190,77.63,0,Elected,NA,NA
22498,Scullin,Vic,1984,235,"Philpot, Pamela",Liberal (1946-),11416,-28190,22.37,0,,NA,NA
22492,Shortland,NSW,1984,235,"Caine, Milton",Liberal (1946-),23370,-16635,36.88,0,,NA,NA
22492,Shortland,NSW,1984,235,"Morris, Peter",Labor,40005,16635,63.12,0,Elected,NA,NA
22493,St George,NSW,1984,235,"Gemmell, Bob",Liberal (1946-),26587,-7973,43.48,0,,NA,NA
22493,St George,NSW,1984,235,"Dubois, Stephen",Labor,34560,7973,56.52,0,Elected,NA,NA
22494,Stirling,WA,1984,235,"Edwards, Ron",Labor,31380,2934,52.45,0,Elected,NA,NA
22494,Stirling,WA,1984,235,"Hancock, Greg",Liberal (1946-),28446,-2934,47.55,0,,NA,NA
22495,Streeton,Vic,1984,235,"Broadbent, Russell",Liberal (1946-),25920,-3706,46.66,0,,NA,NA
22495,Streeton,Vic,1984,235,"Lamb, Tony",Labor,29626,3706,53.34,0,Elected,NA,NA
22496,Sturt,SA,1984,235,"Wilson, Ian",Liberal (1946-),34599,7453,56.04,0,Elected,NA,NA
22496,Sturt,SA,1984,235,"Gale, Jim",Labor,27146,-7453,43.96,0,,NA,NA
22497,Swan,WA,1984,235,"Hayes, Frank",Liberal (1946-),25714,-8330,43.03,0,,NA,NA
22497,Swan,WA,1984,235,"Beazley, Kim",Labor,34044,8330,56.97,0,Elected,NA,NA
22499,Sydney,NSW,1984,235,"Baldwin, Peter",Labor,41590,26495,73.37,0,Elected,NA,NA
22499,Sydney,NSW,1984,235,"Harker-Mortlock, James",Liberal (1946-),15095,-26495,26.63,0,,NA,NA
22506,Tangney,WA,1984,235,"Shack, Peter",Liberal (1946-),32934,8845,57.76,0,Elected,NA,NA
22506,Tangney,WA,1984,235,"Dale, David",Labor,24089,-8845,42.24,0,,NA,NA
22500,Throsby,NSW,1984,235,"Hollis, Colin",Labor,33989,12850,61.65,0,Elected,NA,NA
22500,Throsby,NSW,1984,235,"Stubbs, Wendy",Liberal (1946-),21139,-12850,38.35,0,,NA,NA
22501,Wakefield,SA,1984,235,"Andrew, Neil",Liberal (1946-),39047,16050,62.93,0,Elected,NA,NA
22501,Wakefield,SA,1984,235,"Owens, Suzanne",Labor,22997,-16050,37.07,0,,NA,NA
22502,Wannon,Vic,1984,235,"Hawker, David",Liberal (1946-),41198,19443,65.44,0,Elected,NA,NA
22502,Wannon,Vic,1984,235,"Genardini, Nancy",Labor,21755,-19443,34.56,0,,NA,NA
22503,Warringah,NSW,1984,235,"Green, Brian",Labor,25233,-13675,39.34,0,,NA,NA
22503,Warringah,NSW,1984,235,"MacKellar, Michael",Liberal (1946-),38908,13675,60.66,0,Elected,NA,NA
22504,Wentworth,NSW,1984,235,"Rothman, Stephen",Labor,25587,-7315,43.75,0,,NA,NA
22504,Wentworth,NSW,1984,235,"Coleman, Peter",Liberal (1946-),32902,7315,56.25,0,Elected,NA,NA
22505,Werriwa,NSW,1984,235,"Kerin, John",Labor,38737,19542,66.87,0,Elected,NA,NA
22505,Werriwa,NSW,1984,235,"Swiderski, Peter",Liberal (1946-),19195,-19542,33.13,0,,NA,NA
22582,Wide Bay,Qld,1984,235,"Hoberg, Fred",Labor,21124,-12986,38.24,0,,NA,NA
22582,Wide Bay,Qld,1984,235,"Millar, Clarrie",Nationals,34110,12986,61.76,0,Elected,NA,NA
22601,Wills,Vic,1984,235,"Perton, Victor",Liberal (1946-),17352,-23634,29.74,0,,NA,NA
22601,Wills,Vic,1984,235,"Hawke, Bob",Labor,40986,23634,70.26,0,Elected,NA,NA
22453,Adelaide,SA,1983,234,"Hurford, Chris",Labor,41609,13045,59.29,0,Elected,NA,NA
22453,Adelaide,SA,1983,234,"James, Barry",Liberal (1946-),28564,-13045,40.71,0,,NA,NA
22390,Balaclava,Vic,1983,234,"Kennedy, Chris",Labor,29346,-4421,46.5,0,,NA,NA
22390,Balaclava,Vic,1983,234,"Macphee, Ian",Liberal (1946-),33767,4421,53.5,0,Elected,NA,NA
22361,Ballarat,Vic,1983,234,"Mildren, John",Labor,36847,5454,54,0,Elected,NA,NA
22361,Ballarat,Vic,1983,234,"Ronan, John",Liberal (1946-),31393,-5454,46,0,,NA,NA
22362,Banks,NSW,1983,234,"Fairbairn, Andrew",Liberal (1946-),26229,-14997,38.88,0,,NA,NA
22362,Banks,NSW,1983,234,"Mountford, John",Labor,41226,14997,61.12,0,Elected,NA,NA
22363,Barker,SA,1983,234,"Porter, James",Liberal (1946-),47630,21397,64.48,0,Elected,NA,NA
22363,Barker,SA,1983,234,"Young, Valerie",Labor,26233,-21397,35.52,0,,NA,NA
22364,Barton,NSW,1983,234,"Bradfield, Jim",Liberal (1946-),30136,-2709,47.85,0,,NA,NA
22364,Barton,NSW,1983,234,"Punch, Gary",Labor,32845,2709,52.15,0,Elected,NA,NA
22365,Bass,Tas,1983,234,"McDonald, John",Labor,23568,-6077,44.29,0,,NA,NA
22365,Bass,Tas,1983,234,"Newman, Kevin",Liberal (1946-),29645,6077,55.71,0,Elected,NA,NA
22366,Batman,Vic,1983,234,"Howe, Brian",Labor,44735,22907,67.21,0,Elected,NA,NA
22366,Batman,Vic,1983,234,"Playford, Maxwell",Liberal (1946-),21828,-22907,32.79,0,,NA,NA
22367,Bendigo,Vic,1983,234,"Bourchier, John",Liberal (1946-),33166,-3865,47.25,0,,NA,NA
22367,Bendigo,Vic,1983,234,"Brumby, John",Labor,37031,3865,52.75,0,Elected,NA,NA
22368,Bennelong,NSW,1983,234,"Howard, John",Liberal (1946-),37330,7645,55.7,0,Elected,NA,NA
22368,Bennelong,NSW,1983,234,"Vickers, Donald",Labor,29685,-7645,44.3,0,,NA,NA
22369,Berowra,NSW,1983,234,"Edwards, Harry",Liberal (1946-),43209,18784,63.89,0,Elected,NA,NA
22369,Berowra,NSW,1983,234,"Marshan, Maurice",Labor,24425,-18784,36.11,0,,NA,NA
22370,Blaxland,NSW,1983,234,"Brown, David",Liberal (1946-),23123,-19859,34.98,0,,NA,NA
22370,Blaxland,NSW,1983,234,"Keating, Paul",Labor,42982,19859,65.02,0,Elected,NA,NA
22371,Bonython,SA,1983,234,"Blewett, Neal",Labor,51646,23798,64.97,0,Elected,NA,NA
22371,Bonython,SA,1983,234,"Joyce, Neville",Liberal (1946-),27848,-23798,35.03,0,,NA,NA
22372,Boothby,SA,1983,234,"Hall, Steele",Liberal (1946-),46946,16449,60.62,0,Elected,NA,NA
22372,Boothby,SA,1983,234,"Whyatt, Bruce",Labor,30497,-16449,39.38,0,,NA,NA
22373,Bowman,Qld,1983,234,"Jull, David",Liberal (1946-),36332,-3143,47.93,0,,NA,NA
22373,Bowman,Qld,1983,234,"Keogh, Len",Labor,39475,3143,52.07,0,Elected,NA,NA
22375,Braddon,Tas,1983,234,"Fee, Lance",Labor,19106,-12678,37.54,0,,NA,NA
22375,Braddon,Tas,1983,234,"Groom, Ray",Liberal (1946-),31784,12678,62.46,0,Elected,NA,NA
22389,Bradfield,NSW,1983,234,"Connolly, David",Liberal (1946-),51367,33959,74.69,0,Elected,NA,NA
22389,Bradfield,NSW,1983,234,"Donovan, Peter",Labor,17408,-33959,25.31,0,,NA,NA
22376,Brisbane,Qld,1983,234,"Cross, Manfred",Labor,35110,7584,56.05,0,Elected,NA,NA
22376,Brisbane,Qld,1983,234,"Magnus, Richard",Liberal (1946-),27526,-7584,43.95,0,,NA,NA
22377,Bruce,Vic,1983,234,"O'Connor, Heather",Labor,37442,-1102,24.98,0,,NA,NA
22377,Bruce,Vic,1983,234,"Snedden, Sir",Liberal (1946-),38544,1102,25.72,0,Elected,NA,NA
22377,Bruce,Vic,1983,234,"Aldred, Kenneth",Lib,40259,2817,26.86,3.8,Elected,NA,NA
